"datetime","count"
"2011-01-20 00:00:00",11.5413217169365
"2011-01-20 01:00:00",6.10384525080399
"2011-01-20 02:00:00",3.10833635150221
"2011-01-20 03:00:00",2.53152355244023
"2011-01-20 04:00:00",2.25523931829664
"2011-01-20 05:00:00",5.76000318624383
"2011-01-20 06:00:00",32.2202650338597
"2011-01-20 07:00:00",96.5931378371481
"2011-01-20 08:00:00",225.39052072993
"2011-01-20 09:00:00",125.521866434398
"2011-01-20 10:00:00",55.7766452968274
"2011-01-20 11:00:00",61.703696603229
"2011-01-20 12:00:00",80.4765135224024
"2011-01-20 13:00:00",75.0410857067909
"2011-01-20 14:00:00",73.6360775199193
"2011-01-20 15:00:00",89.9240510706975
"2011-01-20 16:00:00",86.1573283936262
"2011-01-20 17:00:00",192.004340875947
"2011-01-20 18:00:00",166.250730853412
"2011-01-20 19:00:00",105.310983195697
"2011-01-20 20:00:00",73.0616095390145
"2011-01-20 21:00:00",51.4987358106523
"2011-01-20 22:00:00",44.1271054425335
"2011-01-20 23:00:00",29.6606435209172
"2011-01-21 00:00:00",12.3385621369446
"2011-01-21 01:00:00",5.94276424623482
"2011-01-21 02:00:00",3.25380267278322
"2011-01-21 03:00:00",1.81557295956912
"2011-01-21 04:00:00",2.27942499116098
"2011-01-21 05:00:00",4.96456914658431
"2011-01-21 06:00:00",27.6707431200171
"2011-01-21 07:00:00",89.8168054227134
"2011-01-21 08:00:00",191.594110964847
"2011-01-21 09:00:00",124.141280228786
"2011-01-21 10:00:00",50.8275393873871
"2011-01-21 11:00:00",55.6590013011319
"2011-01-21 12:00:00",66.2362313512883
"2011-01-21 13:00:00",68.2651223093128
"2011-01-21 14:00:00",59.3135987384109
"2011-01-21 15:00:00",61.1592225859182
"2011-01-21 16:00:00",84.9512714165781
"2011-01-21 17:00:00",156.374811114159
"2011-01-21 18:00:00",152.582911844752
"2011-01-21 19:00:00",100.653643056077
"2011-01-21 20:00:00",62.6660959145885
"2011-01-21 21:00:00",44.2539904736896
"2011-01-21 22:00:00",34.4672305849838
"2011-01-21 23:00:00",23.3377283752021
"2011-01-22 00:00:00",16.833714813177
"2011-01-22 01:00:00",14.8117986173946
"2011-01-22 02:00:00",13.0099671810828
"2011-01-22 03:00:00",7.09071739904046
"2011-01-22 04:00:00",3.35968454407974
"2011-01-22 06:00:00",5.24398552451585
"2011-01-22 07:00:00",15.5471662923889
"2011-01-22 08:00:00",25.6060447137489
"2011-01-22 09:00:00",36.8011703885366
"2011-01-22 10:00:00",49.7083030644026
"2011-01-22 11:00:00",52.067843003525
"2011-01-22 12:00:00",63.9668692793338
"2011-01-22 13:00:00",76.3569677044332
"2011-01-22 14:00:00",69.3597543007083
"2011-01-22 15:00:00",67.3515936831612
"2011-01-22 16:00:00",75.2963868540908
"2011-01-22 17:00:00",74.2600820739643
"2011-01-22 18:00:00",55.5723243985512
"2011-01-22 19:00:00",38.7604183233478
"2011-01-22 20:00:00",35.614687098173
"2011-01-22 21:00:00",33.4784052898728
"2011-01-22 22:00:00",29.5571470420644
"2011-01-22 23:00:00",23.4570334225565
"2011-01-23 00:00:00",17.6620612810078
"2011-01-23 01:00:00",15.069797641399
"2011-01-23 02:00:00",13.0990603430971
"2011-01-23 03:00:00",8.32270045963129
"2011-01-23 05:00:00",3.0717592570062
"2011-01-23 06:00:00",3.48410341335772
"2011-01-23 07:00:00",8.92631834134428
"2011-01-23 08:00:00",18.53154159777
"2011-01-23 09:00:00",31.6807407908376
"2011-01-23 10:00:00",53.5003272563848
"2011-01-23 11:00:00",61.9223096073198
"2011-01-23 12:00:00",68.1016391810545
"2011-01-23 13:00:00",67.0032179262741
"2011-01-23 14:00:00",76.5185254298937
"2011-01-23 15:00:00",76.4706795697647
"2011-01-23 16:00:00",78.2413667320869
"2011-01-23 17:00:00",65.1293179732227
"2011-01-23 18:00:00",63.1785637000242
"2011-01-23 19:00:00",39.4337488166672
"2011-01-23 20:00:00",34.8957563124583
"2011-01-23 21:00:00",23.7022419582442
"2011-01-23 22:00:00",18.5874119992781
"2011-01-23 23:00:00",14.0579124607299
"2011-01-24 00:00:00",8.37083676092083
"2011-01-24 01:00:00",3.91756326843511
"2011-01-24 03:00:00",1.86610335460643
"2011-01-24 04:00:00",2.20641329471994
"2011-01-24 05:00:00",4.2010676721485
"2011-01-24 06:00:00",23.699168047066
"2011-01-24 07:00:00",76.9006184566686
"2011-01-24 08:00:00",178.369642053251
"2011-01-24 09:00:00",102.791607193095
"2011-01-24 10:00:00",44.5746617677439
"2011-01-24 11:00:00",42.6024439689587
"2011-01-24 12:00:00",53.987200213553
"2011-01-24 13:00:00",55.5081493449757
"2011-01-24 14:00:00",46.6208343495883
"2011-01-24 15:00:00",56.2564545398069
"2011-01-24 16:00:00",74.1995074779844
